company,location,total_laid_off,date,percentage_laid_off,industry,source,stage,funds_raised,country,date_added,year,month,layoff_size,funding_category
Lusha,Boston,24.0,2025-12-10,0.08,Sales,https://www.calcalistech.com/ctechnews/article/sybqqlwm11g,Series B,245.0,United States,12/12/2025,2025,12,Small,High
Tenstorrent,"Toronto, Non-U.S.",80.0,2025-12-09,0.07,Hardware,https://www.eetimes.com/layoffs-at-tenstorrent-as-startup-pivots-towards-developer-sales/,Series D,1000.0,Canada,12/12/2025,2025,12,Small,High
VSCO,SF Bay Area,24.0,2025-12-09,,Consumer,https://techcrunch.com/2025/12/09/vsco-lays-off-24-staff-as-its-consumer-business-suffers/,Series B,90.0,United States,12/10/2025,2025,12,Small,Medium
Mobileye,"Jerusalem, Non-U.S.",200.0,2025-12-08,0.04,Transportation,https://www.calcalistech.com/ctechnews/article/hjznnzvzzl,Post-IPO,2100.0,Israel,12/8/2025,2025,12,Medium,Very High
Payoneer,New York City,60.0,2025-12-08,0.06,Finance,https://www.calcalistech.com/ctechnews/article/s1fu4c4zzg,Post-IPO,0.0,United States,12/8/2025,2025,12,Small,
Cellebrite,"Tel Aviv, Non-U.S.",20.0,2025-12-03,0.01,Other,https://www.calcalistech.com/ctechnews/article/izmghyvm1,Post-IPO,410.0,Israel,12/8/2025,2025,12,Small,High
Aqua Security,"Tel Aviv, Non-U.S.",20.0,2025-12-01,,Security,https://www.calcalistech.com/ctechnews/article/4bzp62ggf,Series E,325.0,United States,12/2/2025,2025,12,Small,High
Junglee Games,"New Delhi, Non-U.S.",350.0,2025-11-26,,Consumer,https://inc42.com/buzz/junglee-games-parent-flutter-sheds-350-jobs-in-post-rmg-ban-recast/,Seed,3.0,India,12/9/2025,2025,11,Medium,Low
HP,SF Bay Area,4000.0,2025-11-25,,Hardware,https://www.wsj.com/tech/hp-to-cut-up-to-10-of-workforce-as-part-of-ai-push-a2c198da?mod=hp_lead_pos4,Post-IPO,0.0,United States,3/1/2025,2025,11,Large,
ezCater,Boston,40.0,2025-11-21,0.04,Food,https://www.bizjournals.com/boston/news/2025/11/21/ezcater-tech-layoffs.html,Series D,319.0,United States,11/23/2025,2025,11,Small,High
Monarch Tractor,SF Bay Area,102.0,2025-11-19,,Other,https://techcrunch.com/2025/11/19/monarch-tractor-preps-for-layoffs-and-warns-employees-it-may-shut-down/,Unknown,214.0,United States,11/23/2025,2025,11,Medium,High
Pleo,"Copenhagen, Non-U.S.",100.0,2025-11-19,0.12,Finance,https://tech.eu/2025/11/19/expense-management-firm-pleo-hit-by-layoffs/,Series C,428.0,Denmark,11/23/2025,2025,11,Small,High
UKG,"Montevideo, Non-U.S.",300.0,2025-11-18,,HR,https://www.elobservador.com.uy/cafe-y-negocios/la-multinacional-ukg-cierra-sus-operaciones-uruguay-y-despide-300-profesionales-n6025098,Unknown,0.0,Uruguay,11/23/2025,2025,11,Medium,
Culture Amp,"Melbourne, Non-U.S.",60.0,2025-11-18,0.06,HR,https://www.capitalbrief.com/article/culture-amp-lays-off-6-of-its-staff-globally-as-it-focuses-on-new-ai-products-3d5073ac-879a-4e01-9a08-a513ead8834b/,Series F,257.0,Australia,11/23/2025,2025,11,Small,High
Playtika,"Tel Aviv, Non-U.S.",700.0,2025-11-17,0.2,Consumer,https://www.calcalistech.com/ctechnews/article/h1y4ejyg11g,Post-IPO,0.0,Israel,11/23/2025,2025,11,Medium,
Pipe,SF Bay Area,200.0,2025-11-16,0.5,Finance,https://fintechbusinessweekly.substack.com/p/celtic-bank-faces-another-lawsuit,Series D,453.0,United States,11/17/2025,2025,11,Medium,High
Flipkart,"Bengaluru, Non-U.S.",40.0,2025-11-16,,Retail,https://www.calcalistech.com/ctechnews/article/sk7ktewxwg,Acquired,12900.0,India,11/17/2025,2025,11,Small,Very High
BharatAgri,"Mumbai, Non-U.S.",37.0,2025-11-13,1.0,Food,https://inc42.com/buzz/agritech-startup-bharatagri-shuts-operations-due-to-funding-crunch/,Series A,21.0,India,12/9/2025,2025,11,Small,Low
Synopsys,SF Bay Area,2000.0,2025-11-12,0.1,Other,https://www.reuters.com/business/world-at-work/synopsys-cut-about-10-its-workforce-2025-11-12/,Post-IPO,0.0,United States,11/14/2025,2025,11,Large,
Deepwatch,Tampa Bay,80.0,2025-11-12,0.32,Security,https://techcrunch.com/2025/11/12/cybersecurity-firm-deepwatch-lays-off-dozens-citing-move-to-accelerate-ai-investment/,Series C,256.0,United States,11/14/2025,2025,11,Small,High
GamesKraft,"Bengaluru, Non-U.S.",280.0,2025-11-10,,Consumer,https://inc42.com/buzz/real-money-gaming-ban-gameskrafts-layoff-count-climbs-to-400/,Unknown,0.0,India,11/11/2025,2025,11,Medium,
Axonius,New York City,100.0,2025-11-06,0.11,Security,https://www.calcalistech.com/ctechnews/article/sj0syry1wg,Series E,865.0,United States,11/7/2025,2025,11,Small,High
MyBambu,Memphis,141.0,2025-11-05,1.0,Finance,https://cbs12.com/news/local/new-west-palm-beach-fintech-firm-to-lay-off-141-employees-amid-funding-collapse-layoff-south-florida-palm-beach-county-downtown-west-palm-beach-news-mybambu-a-fintech-startup-2751-s-dixie-hwy-420-november-5-2025,Unknown,15.0,United States,11/7/2025,2025,11,Medium,Low
Hewlett Packard Enterprise,SF Bay Area,52.0,2025-11-05,,Hardware,https://www.sfchronicle.com/tech/article/layoffs-hpe-hitachi-vantara-21140900.php,Post-IPO,1400.0,United States,11/7/2025,2025,11,Small,Very High
Porter,"Bengaluru, Non-U.S.",350.0,2025-11-04,0.18,Logistics,https://inc42.com/buzz/exclusive-porter-lays-off-over-350-employees/,Series F,357.0,India,11/7/2025,2025,11,Medium,High
Personio,"Munich, Non-U.S.",165.0,2025-10-29,0.1,HR,Internal memo,Series E,724.0,Germany,10/31/2025,2025,10,Medium,High
Amazon,Seattle,14000.0,2025-10-27,0.01,Retail,https://www.cnbc.com/2025/10/28/amazon-layoffs-corporate-workers-ai.html,Post-IPO,8100.0,United States,10/28/2025,2025,10,Massive,Very High
Chegg,SF Bay Area,388.0,2025-10-27,0.45,Education,https://www.reuters.com/sustainability/boards-policy-regulation/hit-by-ai-edtech-firm-chegg-slashes-jobs-names-new-ceo-major-overhaul-2025-10-27/,Post-IPO,227.0,United States,10/28/2025,2025,10,Medium,High
Lightricks,"Jerusalem, Non-U.S.",85.0,2025-10-27,0.15,Consumer,https://www.calcalistech.com/ctechnews/article/byvtpanceg,Series D,335.0,Israel,11/7/2025,2025,10,Small,High
Medtronic,"Jerusalem, Non-U.S.",60.0,2025-10-27,,Healthcare,https://www.calcalistech.com/ctechnews/article/s1g3z02cgg,Post-IPO,5900.0,United States,12/8/2025,2025,10,Small,Very High
Applied Material,SF Bay Area,1400.0,2025-10-23,0.04,Manufacturing,https://www.bloomberg.com/news/articles/2025-10-23/applied-materials-to-cut-4-of-global-staff-after-sales-slow,Post-IPO,2100.0,United States,10/25/2025,2025,10,Large,Very High
Rivian,Los Angeles,600.0,2025-10-23,0.04,Transportation,https://www.reuters.com/business/autos-transportation/rivian-lay-off-more-than-600-workers-amid-ev-pullback-wsj-reports-2025-10-23/,Post-IPO,10700.0,United States,10/25/2025,2025,10,Medium,Very High
Altruist,SF Bay Area,50.0,2025-10-23,0.15,Finance,https://www.investmentnews.com/ria-news/altruist-lays-off-50-employees-but-ceo-says-profitability-is-in-sight/262681,Series E,449.0,United States,10/25/2025,2025,10,Small,High
Meta,SF Bay Area,600.0,2025-10-22,,Consumer,https://www.cnbc.com/2025/10/22/meta-layoffs-ai.html,Post-IPO,26000.0,United States,10/22/2025,2025,10,Medium,Very High
Ludeo,Los Angeles,25.0,2025-10-20,0.5,Consumer,https://www.calcalistech.com/ctechnews/article/bjukuox0xe,Series A,42.0,United States,10/25/2025,2025,10,Small,Low
Zepto,"Mumbai, Non-U.S.",300.0,2025-10-18,0.05,Retail,https://www.moneycontrol.com/news/business/startup/around-300-employees-impacted-at-zepto-amid-cost-efficiency-drive-at-the-quick-commerce-company-13622853.html,Series H,2600.0,India,12/2/2025,2025,10,Medium,Very High
Broadcom,SF Bay Area,247.0,2025-10-17,,Hardware,https://www.businessinsider.com/broadcom-layoffs-rifs-cuts-sales-staff-ai-expansion-2025-10,Post-IPO,0.0,United States,11/11/2025,2025,10,Medium,
Handshake,SF Bay Area,100.0,2025-10-14,0.15,Recruiting,https://www.upstartsmedia.com/p/handshake-refounding-layoff-ai,Series F,434.0,United States,10/15/2025,2025,10,Small,High
Smartsheet,Seattle,120.0,2025-10-02,,Other,https://www.geekwire.com/2025/smartsheet-cuts-jobs-shortly-after-departure-of-longtime-ceo/,Post-IPO,152.0,United States,10/6/2025,2025,10,Medium,Medium
Google,SF Bay Area,50.0,2025-10-02,,Consumer,https://www.sfchronicle.com/tech/article/google-bay-area-layoffs-21081705.php,Post-IPO,26.0,United States,10/6/2025,2025,10,Small,Low
Paycom,Oklahoma City,500.0,2025-10-01,,HR,https://www.oklahoman.com/story/business/information-technology/2025/10/01/paycom-layoffs-2025-workers-replaced-with-ai/86448337007/,Post-IPO,0.0,United States,10/1/2025,2025,10,Medium,
Google,SF Bay Area,100.0,2025-10-01,,Consumer,https://www.cnbc.com/2025/10/01/google-cloud-unit-layoffs.html,Post-IPO,26.0,United States,10/6/2025,2025,10,Small,Low
Simpl,"Bengaluru, Non-U.S.",80.0,2025-10-01,,Finance,https://inc42.com/buzz/bnpl-startup-simpl-lays-off-80-employees-after-rbi-whiplash/,Series B,72.0,India,10/1/2025,2025,10,Small,Medium
Just Eat,"Amsterdam, Non-U.S.",450.0,2025-09-25,0.05,Food,https://www.reuters.com/business/world-at-work/just-eat-lay-off-around-450-employees-partly-automating-operations-2025-09-25/,Acquired,129.0,Netherlands,9/29/2025,2025,9,Medium,Medium
GamesKraft,"Bengaluru, Non-U.S.",120.0,2025-09-18,,Consumer,https://inc42.com/buzz/now-gameskraft-lays-off-120-employees/,Unknown,0.0,India,9/25/2025,2025,9,Medium,
ZipRecruiter,"Tel Aviv, Non-U.S.",80.0,2025-09-16,,Recruiting,https://www.calcalistech.com/ctechnews/article/pwjukv20s,Post-IPO,769.0,United States,9/16/2025,2025,9,Small,High
Fiverr,"Tel Aviv, Non-U.S.",250.0,2025-09-15,0.3,Other,https://www.wsj.com/business/fiverr-to-cut-about-250-jobs-in-refocusing-effort-reiterates-guidance-8f15ee4b,Post-IPO,111.0,Israel,9/16/2025,2025,9,Medium,Medium
xAI,SF Bay Area,500.0,2025-09-12,,AI,https://www.businessinsider.com/elon-musk-xai-layoffs-data-annotators-2025-9,Unknown,22700.0,United States,9/15/2025,2025,9,Medium,Very High
Zupee,"New Delhi, Non-U.S.",170.0,2025-09-11,0.3,Consumer,https://yourstory.com/2025/09/zupee-employees-real-money-gaming-ban-layoffs,Series B,121.0,India,9/15/2025,2025,9,Medium,Medium
Atlassian,"Sydney, Non-U.S.",200.0,2025-09-10,,Other,https://www.ziptone.nl/en/nieuws/atlassian-schrapt-200-customerservicebanen-in-nederland-en-frankrijk/,Post-IPO,210.0,Australia,9/18/2025,2025,9,Medium,High
Verbit,New York City,22.0,2025-09-10,,Data,https://www.calcalistech.com/ctechnews/article/r19t0xjixg,Series E,569.0,United States,12/8/2025,2025,9,Small,High
Microsoft,Seattle,42.0,2025-09-08,,Other,https://www.bizjournals.com/seattle/news/2025/09/08/microsoft-lays-off-dozens-more-employees-in-wa.html,Post-IPO,1.0,United States,9/8/2025,2025,9,Small,Low
Rivian,Los Angeles,200.0,2025-09-05,0.01,Transportation,https://www.latimes.com/business/story/2025-09-08/rivian-lays-off-employees-new-suv-tax-credits,Post-IPO,10700.0,United States,9/8/2025,2025,9,Medium,Very High
Head Digital Works,"Hyderabad, Non-U.S.",500.0,2025-09-04,,Consumer,https://entrackr.com/news/a23-parent-lays-off-500-employees-following-rmg-ban-report-9901016,Private Equity,74.0,India,9/8/2025,2025,9,Medium,Medium
Salesforce,SF Bay Area,262.0,2025-09-04,,Sales,https://www.kron4.com/news/bay-area/salesforce-laying-off-262-employees-in-san-francisco-after-ceo-praises-ai/,Post-IPO,65.0,United States,9/8/2025,2025,9,Medium,Medium
Oracle,SF Bay Area,254.0,2025-09-04,,Other,https://www.kron4.com/news/technology-ai/oracle-bay-area-layoffs/,Post-IPO,0.0,United States,9/8/2025,2025,9,Medium,
GupShup,SF Bay Area,100.0,2025-09-04,,Other,https://inc42.com/buzz/exclusive-gupshup-lays-off-100-employees-in-cost-cutting-exercise/,Series F,484.0,India,9/8/2025,2025,9,Small,High
Bobble AI,"New Delhi, Non-U.S.",50.0,2025-09-04,,Consumer,https://entrackr.com/exclusive/exclusive-bobble-ai-lays-off-50-employees-amid-organizational-redesign-9888363,Unknown,59.0,India,9/8/2025,2025,9,Small,Medium
Oracle,Seattle,101.0,2025-09-03,,Other,https://www.seattletimes.com/business/cloud-computing-giant-oracle-lays-off-more-seattle-workers/,Post-IPO,0.0,United States,9/8/2025,2025,9,Medium,
Salesforce,Seattle,93.0,2025-09-03,,Sales,https://www.seattletimes.com/business/seattle-area-tech-layoffs-mount-with-salesforce-and-oracle-job-cuts/,Post-IPO,65.0,United States,9/8/2025,2025,9,Small,Medium
Salesforce,"Dublin, Non-U.S.",30.0,2025-09-03,,Sales,https://www.thejournal.ie/salesforce-ireland-redundancies-6806486-Sep2025/,Post-IPO,65.0,United States,9/8/2025,2025,9,Small,Medium
Games 24x7,"Mumbai, Non-U.S.",400.0,2025-09-01,,Consumer,https://www.peoplematters.in/news/strategic-hr/after-mpl-games24x7-lays-off-400-employees-govt-steps-in-43232,Unknown,75.0,India,9/2/2025,2025,9,Medium,Medium
Mobile Premier League,"Bengaluru, Non-U.S.",300.0,2025-09-01,,Consumer,https://timesofindia.indiatimes.com/technology/tech-news/online-gaming-app-ban-mpl-to-layoff-60-of-india-staff/articleshow/123618820.cms,Series E,375.0,India,9/2/2025,2025,9,Medium,High
Krutrim,"Bengaluru, Non-U.S.",50.0,2025-09-01,,AI,https://www.techinasia.com/news/olas-krutrim-cuts-nearly-50-linguistics-staff-in-third-layoff,Unknown,304.0,India,9/2/2025,2025,9,Small,High
Salesforce,SF Bay Area,4000.0,2025-08-31,,Sales,https://www.businessinsider.com/marc-benioff-says-salesforce-cut-4000-roles-because-of-agents-2025-9,Post-IPO,65.0,United States,9/2/2025,2025,8,Large,Medium
Rec Room,Seattle,141.0,2025-08-27,,Consumer,https://www.geekwire.com/2025/filing-rec-room-layoffs-impact-141-employees-at-seattle-gaming-startup/,Series F,294.0,United States,8/30/2025,2025,8,Medium,High
BeepKart,"Bengaluru, Non-U.S.",150.0,2025-08-23,1.0,Retail,https://inc42.com/buzz/exclusive-stellaris-backed-beepkart-shuts-down/,Series A,19.0,India,8/23/2025,2025,8,Medium,Low
Cisco,SF Bay Area,221.0,2025-08-19,,Infrastructure,https://www.sfchronicle.com/tech/article/cisco-oracle-layoffs-bay-area-20824135.php,Post-IPO,2.0,United States,8/23/2025,2025,8,Medium,Low
Oracle,SF Bay Area,101.0,2025-08-19,,Other,https://www.sfchronicle.com/tech/article/cisco-oracle-layoffs-bay-area-20824135.php,Post-IPO,0.0,United States,8/23/2025,2025,8,Medium,
Restaurant365,Los Angeles,100.0,2025-08-14,0.09,Food,https://www.restaurantbusinessonline.com/technology/tech-supplier-restaurant365-lays-9-staff,Series C,127.0,United States,8/18/2025,2025,8,Small,Medium
Oracle,SF Bay Area,289.0,2025-08-13,,Other,https://www.pleasantonweekly.com/business/2025/08/19/dozens-of-pleasanton-workers-hit-by-wave-of-oracle-layoffs/,Post-IPO,0.0,United States,9/8/2025,2025,8,Medium,
Oracle,SF Bay Area,188.0,2025-08-13,,Other,https://www.sfchronicle.com/tech/article/oracle-tech-layoffs-20818166.php,Post-IPO,0.0,United States,8/18/2025,2025,8,Medium,
Oracle,Seattle,161.0,2025-08-13,,Other,https://www.geekwire.com/2025/oracle-lays-off-161-employees-in-seattle-as-part-of-broader-reported-cuts-impacting-cloud-business/,Post-IPO,0.0,United States,8/18/2025,2025,8,Medium,
F5,Seattle,106.0,2025-08-13,0.02,Security,https://www.geekwire.com/2024/f5-confirms-new-round-of-job-cuts-continuing-annual-pattern-of-workforce-reductions/,Post-IPO,0.0,United States,8/18/2025,2025,8,Medium,
Micron,Boise,300.0,2025-08-12,,Hardware,https://www.scmp.com/tech/big-tech/article/3321613/micron-starts-lay-offs-china-us-memory-chipmaker-retreats-mobile-nand-market,Post-IPO,50.0,United States,11/11/2025,2025,8,Medium,Low
BenchSci,"Toronto, Non-U.S.",83.0,2025-08-12,0.23,Healthcare,https://www.theglobeandmail.com/business/article-benchsci-job-cuts-replace-humans-with-ai/?intcmp=gift_share,Series D,164.0,Canada,8/23/2025,2025,8,Small,Medium
Kaltura,New York City,70.0,2025-08-07,0.1,Media,https://www.calcalistech.com/ctechnews/article/6a8duhohw,Post-IPO,166.0,United States,8/10/2025,2025,8,Small,Medium
Nextdoor,SF Bay Area,67.0,2025-08-07,0.12,Consumer,https://www.bloomberg.com/news/articles/2025-08-07/nextdoor-cuts-12-of-workforce-in-quest-for-profitability,Post-IPO,736.0,United States,8/18/2025,2025,8,Small,High
Yotpo,New York City,200.0,2025-08-05,0.34,Marketing,https://www.calcalistech.com/ctechnews/article/s1cc5uk00xx,Unknown,436.0,United States,8/5/2025,2025,8,Medium,High
Windsurf,SF Bay Area,30.0,2025-08-05,,AI,https://techcrunch.com/2025/08/05/three-weeks-after-acquiring-windsurf-cognition-offers-staff-the-exit-door/,Acquired,243.0,United States,8/10/2025,2025,8,Small,High
Wondery,Los Angeles,100.0,2025-08-04,,Media,https://variety.com/2025/biz/news/amazon-reorganizes-audio-wondery-audible-jen-sargent-exit-1236477796/,Acquired,15.0,United States,8/5/2025,2025,8,Small,Low
Clear,"Bengaluru, Non-U.S.",145.0,2025-08-01,0.16,Finance,https://entrackr.com/news/clear-cuts-16-of-workforce-amid-peak-tax-filing-season-9628272,Series C,140.0,India,8/5/2025,2025,8,Medium,Medium
Atlassian,"Sydney, Non-U.S.",150.0,2025-07-30,,Other,https://au.finance.yahoo.com/news/atlassian-billionaire-spruiks-ai-as-ceo-fires-150-workers-over-video-in-scary-digital-revolution-052623412.html,Post-IPO,210.0,Australia,7/30/2025,2025,7,Medium,High
Astra,"Bengaluru, Non-U.S.",106.0,2025-07-28,1.0,Sales,https://inc42.com/buzz/aravind-srinivas-backed-ai-startup-astra-shuts-operations/,Unknown,0.0,India,8/5/2025,2025,7,Medium,
Krutrim,"Bengaluru, Non-U.S.",100.0,2025-07-28,,AI,https://inc42.com/buzz/krutrim-lays-off-over-100-staff-in-fresh-job-cuts-report/,Unknown,304.0,India,7/30/2025,2025,7,Small,High
PlaxidityX,"Tel Aviv, Non-U.S.",65.0,2025-07-23,0.36,Security,https://www.calcalistech.com/ctechnews/article/rk1c9mclxl,Acquired,25.0,Israel,12/8/2025,2025,7,Small,Low
ConsenSys,New York City,47.0,2025-07-22,0.07,Crypto,https://www.bloomberg.com/news/articles/2025-07-22/crypto-software-firm-consensys-eliminates-about-7-of-workforce,Series D,726.0,United States,7/22/2025,2025,7,Small,High
TytoCare,New York City,35.0,2025-07-17,0.22,Healthcare,https://www.calcalistech.com/ctechnews/article/sjv1k6i8xx,Series E,206.0,United States,10/6/2025,2025,7,Small,High
Scale AI,SF Bay Area,200.0,2025-07-16,0.14,Data,https://www.bloomberg.com/news/articles/2025-07-16/scale-ai-to-cut-14-of-staff-following-meta-investment,Series E,602.0,United States,7/17/2025,2025,7,Medium,High
Lenovo,Raleigh,100.0,2025-07-16,0.03,Hardware,https://www.newsobserver.com/news/business/article310699130.html,Post-IPO,850.0,United States,7/18/2025,2025,7,Small,High
Jamf,Minneapolis,166.0,2025-07-15,0.06,Other,https://www.bizjournals.com/twincities/news/2025/07/16/jamf-lays-off-166-employees.html,Post-IPO,332.0,United States,7/15/2025,2025,7,Medium,High
King.com,"Stockholm, Non-U.S.",200.0,2025-07-14,,Consumer,https://mobilegamer.biz/laid-off-king-staff-set-to-be-replaced-by-the-ai-tools-they-helped-build-say-sources/,Acquired,84.0,Sweden,7/17/2025,2025,7,Medium,Medium
Intel,Sacramento,5000.0,2025-07-11,,Hardware,https://www.manufacturingdive.com/news/intel-layoffs-surpass-5000-across-California-Oregon-Arizona-Texas/752756/,Post-IPO,12.0,United States,7/17/2025,2025,7,Large,Low
Indeed + Glassdoor,Austin,1300.0,2025-07-10,,HR,https://www.bloomberg.com/news/articles/2025-07-10/indeed-glassdoor-to-cut-1-300-jobs-in-ai-focused-consolidation,Acquired,5.0,United States,7/10/2025,2025,7,Large,Low
Augury,New York City,60.0,2025-07-10,0.18,Manufacturing,https://www.calcalistech.com/ctechnews/article/sk7t511thxx,Series E,274.0,United States,12/8/2025,2025,7,Small,High
Eigen Labs,Seattle,29.0,2025-07-08,0.25,Crypto,https://blockworks.co/news/eigen-layoffs-25-eigencloud,Unknown,234.0,United States,7/11/2025,2025,7,Small,High
Nayax,"Tel Aviv, Non-U.S.",70.0,2025-07-07,0.06,Finance,https://www.calcalistech.com/ctechnews/article/bjzblekrel,Post-IPO,245.0,Israel,12/8/2025,2025,7,Small,High
Microsoft,Seattle,9000.0,2025-07-02,0.04,Other,https://www.cnbc.com/2025/07/02/microsoft-laying-off-about-9000-employees-in-latest-round-of-cuts.html,Post-IPO,1.0,United States,7/2/2025,2025,7,Large,Low
Retrain.ai,New York City,20.0,2025-07-02,1.0,HR,https://www.calcalistech.com/ctechnews/article/s1avcuzhgg,Unknown,34.0,Israel,12/8/2025,2025,7,Small,Low
TomTom,"Amsterdam, Non-U.S.",300.0,2025-06-30,0.1,Other,https://www.tomtom.com/newsroom/press-releases/earnings-other/29121/tomtom-advances-its-product-led-strategy-and-realigns-its-organization/,Post-IPO,430.0,Netherlands,7/7/2025,2025,6,Medium,High
Rivian,Los Angeles,140.0,2025-06-26,0.01,Transportation,https://techcrunch.com/2025/06/26/rivian-cuts-dozens-on-manufacturing-team-ahead-of-r2-launch/,Post-IPO,10700.0,United States,6/27/2025,2025,6,Medium,Very High
Bumble,Austin,240.0,2025-06-25,0.3,Consumer,https://www.cnbc.com/2025/06/25/bumble-layoffs.html,Post-IPO,313.0,United States,6/25/2025,2025,6,Medium,High
Klue,"Vancouver, Non-U.S.",85.0,2025-06-25,0.4,Sales,https://betakit.com/klue-lays-off-40-percent-of-staff-as-startup-faces-internal-and-external-ai-pressure/,Series B,83.0,Canada,6/25/2025,2025,6,Small,Medium
Google,SF Bay Area,75.0,2025-06-24,,Consumer,https://www.theinformation.com/articles/google-cuts-smart-tv-budget-doubles-youtube,Post-IPO,26.0,United States,6/25/2025,2025,6,Small,Low
Khoros,Austin,116.0,2025-06-20,,Sales,https://www.bizjournals.com/austin/news/2025/06/20/layoffs-at-austin-social-media-co-khoros.html,Private Equity,138.0,United States,6/20/2025,2025,6,Medium,Medium
Sabi,"Lagos, Non-U.S.",50.0,2025-06-19,0.2,Retail,https://techcrunch.com/2025/06/20/after-raising-38m-african-e-commerce-startup-sabi-lays-off-20-pivots-to-traceable-exports/,Series B,66.0,Nigeria,6/21/2025,2025,6,Small,Medium
Salto,"Tel Aviv, Non-U.S.",30.0,2025-06-10,0.5,Other,https://www.calcalistech.com/ctechnews/article/byxvfir7lx,Series B,69.0,Israel,6/12/2025,2025,6,Small,Medium
ZoomInfo,"Vancouver, Non-U.S.",150.0,2025-06-09,0.04,Sales,https://www.oregonlive.com/silicon-forest/2025/06/zoominfo-one-of-portland-areas-most-valuable-companies-will-cut-200-jobs.html,Post-IPO,7.0,Canada,6/10/2025,2025,6,Medium,Low
Playtika,"Tel Aviv, Non-U.S.",90.0,2025-06-05,,Consumer,https://www.calcalistech.com/ctechnews/article/hjhutnrggg,Post-IPO,0.0,Israel,6/10/2025,2025,6,Small,
Airtime,New York City,25.0,2025-06-04,0.43,Consumer,https://techcrunch.com/2025/06/04/its-layoff-season-at-phil-libins-airtime/,Series B,33.0,United States,6/5/2025,2025,6,Small,Low
Microsoft,Seattle,305.0,2025-06-02,0.03,Other,https://www.geekwire.com/2025/new-filing-microsoft-cuts-another-305-jobs-in-washington-state/,Post-IPO,1.0,United States,6/5/2025,2025,6,Medium,Low
Hims & Hers,SF Bay Area,68.0,2025-05-30,0.04,Healthcare,https://www.reuters.com/business/healthcare-pharmaceuticals/hims-cut-4-workforce-amid-ban-weight-loss-drug-copies-2025-05-30/,Post-IPO,1200.0,United States,6/5/2025,2025,5,Small,Very High
eBay,"Tel Aviv, Non-U.S.",200.0,2025-05-28,,Retail,https://www.calcalistech.com/ctechnews/article/hywdt44mxx,Post-IPO,1200.0,Israel,6/1/2025,2025,5,Medium,Very High
Cars24,"Gurugram, Non-U.S.",120.0,2025-05-27,,Transportation,https://inc42.com/buzz/cars24-to-fire-120-more-employees-in-restructuring-exercise/,Series G,1300.0,India,5/28/2025,2025,5,Medium,Very High
Otipy,"New Delhi, Non-U.S.",300.0,2025-05-23,1.0,Food,https://economictimes.indiatimes.com/tech/startups/subscription-based-grocery-provider-otipy-shuts-shop-impacts-300-employees/articleshow/121367249.cms?from=mdr,Series B,44.0,India,5/26/2025,2025,5,Medium,Low
LeddarTech,"Quebec, Non-U.S.",138.0,2025-05-22,0.95,Transportation,https://betakit.com/leddartech-cuts-95-percent-of-staff-in-bid-to-rescue-its-business/,Post-IPO,402.0,Canada,5/22/2025,2025,5,Medium,High
Climeworks,"Zurich, Non-U.S.",106.0,2025-05-21,0.22,Energy,https://www.bloomberg.com/news/articles/2025-05-21/carbon-removal-startup-climeworks-is-cutting-22-of-staff,Private Equity,734.0,Switzerland,5/22/2025,2025,5,Medium,High
VerSe Innovation copy,"Bengaluru, Non-U.S.",350.0,2025-05-18,,Media,https://inc42.com/buzz/josh-dailyhunt-parent-verse-innovation-lays-off-350-employees/,Series J,1700.0,India,5/22/2025,2025,5,Medium,Very High
GroundGame Health,Tampa Bay,97.0,2025-05-15,,Healthcare,https://www.bizjournals.com/tampabay/news/2025/05/15/groundgame-health-layoffs.html,Series A,17.0,United States,5/16/2025,2025,5,Small,Low
Noogata,"Tel Aviv, Non-U.S.",10.0,2025-05-15,1.0,AI,https://www.calcalistech.com/ctechnews/article/bjluv00711xe,Series A,28.0,Israel,5/16/2025,2025,5,Small,Low
Amazon,Seattle,100.0,2025-05-14,,Retail,https://www.cnbc.com/2025/05/14/amazon-lays-off-about-100-employees-in-devices-and-services-unit.html,Post-IPO,8100.0,United States,5/16/2025,2025,5,Small,Very High
Microsoft,Seattle,6000.0,2025-05-13,0.03,Other,https://www.cnbc.com/2025/05/13/microsoft-is-cutting-3percent-of-workers-across-the-software-company.html,Post-IPO,1.0,United States,5/13/2025,2025,5,Large,Low
Chegg,SF Bay Area,248.0,2025-05-12,0.22,Education,https://www.reuters.com/world/americas/chegg-lay-off-22-workforce-ai-tools-shake-up-edtech-industry-2025-05-12/,Post-IPO,227.0,United States,5/12/2025,2025,5,Medium,High
Match Group,New York City,325.0,2025-05-08,0.13,Consumer,https://www.bloomberg.com/news/articles/2025-05-08/match-group-cuts-13-staff-in-latest-move-to-reverse-declines,Post-IPO,0.0,United States,5/9/2025,2025,5,Medium,
CrowdStrike,SF Bay Area,500.0,2025-05-07,0.05,Security,https://www.wsj.com/business/crowdstrike-to-cut-5-of-workforce-8eda42ed?st=dVSJCS&reflink=desktopwebshare_permalink,Post-IPO,1200.0,United States,5/7/2025,2025,5,Medium,Very High
Games 24x7,"Mumbai, Non-U.S.",180.0,2025-05-07,,Consumer,https://www.storyboard18.com/gaming-news/games-24x7-cuts-staff-amid-gst-dispute-industry-turmoil-64843.htm,Unknown,75.0,India,9/2/2025,2025,5,Medium,Medium
